MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
20,4,65,11479,2,1,4,4,1,5,1,8,3,3,1,3,6,7,1950,1987,2,2,14,11,3,0,4,5,2,4,4,4,3,104,5,387,172,663,2,1,2,5,1074,0,0,1074,1,0,1,0,3,1,3,6,7,1,5,2,1987,3,1,467,5,5,3,0,52,52,0,0,0,1,3,3,0,6,2010,9,5,NA
50,4,50,9350,2,1,4,1,1,5,1,8,3,3,1,1,4,6,1947,1979,2,2,15,16,3,0,4,5,2,4,1,4,4,192,6,0,564,756,2,1,2,5,1169,0,362,1531,0,0,1,0,3,1,4,8,7,1,5,6,1947,3,1,209,2,5,3,0,0,0,0,0,0,1,3,3,0,6,2010,9,5,NA
20,4,75,9525,2,1,4,4,1,5,1,8,3,3,1,3,5,7,1954,1998,2,2,15,16,3,0,4,5,2,4,4,1,2,954,6,0,218,1172,2,5,2,5,1172,0,0,1172,1,0,1,0,3,1,4,5,7,0,3,2,1954,1,1,366,5,5,3,240,0,0,0,0,0,1,3,3,0,6,2010,9,5,NA
20,4,44,17485,2,1,2,4,1,5,1,8,3,3,1,3,7,5,2009,2010,2,2,13,14,4,96,3,5,3,3,4,2,3,1346,6,0,162,1508,2,1,2,5,1508,0,0,1508,1,0,1,0,1,1,3,5,7,2,5,2,2009,2,2,572,5,5,3,0,0,0,0,0,0,1,3,3,0,1,2010,2,6,NA
20,4,69.3057953144266,11200,2,1,1,4,1,2,1,8,3,3,1,3,5,3,1964,1964,2,2,14,15,3,0,4,2,2,4,4,3,6,0,6,0,1250,1250,2,1,2,5,1298,0,0,1298,0,0,2,0,3,1,4,5,7,0,3,6,1964,3,2,504,5,2,1,0,144,0,0,0,0,1,3,3,0,6,2010,1,5,NA
20,4,83,11980,2,1,4,3,1,5,2,20,3,3,1,3,7,5,1987,1987,2,2,10,11,2,177,3,5,2,3,4,2,3,1433,6,0,0,1433,2,1,2,5,1433,0,0,1433,1,0,1,1,1,1,3,4,7,2,5,2,1987,2,2,528,3,3,3,0,278,0,0,266,0,1,3,3,0,6,2010,9,5,NA
60,4,87,12361,2,1,1,4,1,2,1,20,3,3,1,6,6,7,1993,1993,2,2,13,14,2,85,3,3,3,3,4,4,3,860,6,0,86,946,2,1,2,5,964,838,0,1802,0,1,2,1,3,1,3,8,7,1,3,1,2000,2,4,1017,5,5,3,450,92,0,0,0,0,1,3,3,0,5,2010,9,5,NA
20,4,64,7360,2,1,4,4,1,5,1,6,3,3,1,3,7,5,2010,2010,2,2,13,14,4,80,3,5,3,3,4,4,3,24,6,0,1198,1222,2,1,2,5,1222,0,0,1222,0,0,2,0,2,1,3,6,7,0,3,2,2009,2,2,615,5,5,3,0,54,0,0,0,0,1,3,3,0,3,2010,9,5,NA
50,4,82,14235,2,1,1,4,1,5,1,20,3,3,1,1,6,8,1900,1993,2,2,14,11,3,0,4,5,3,2,2,4,6,0,6,0,676,676,2,5,2,5,831,614,0,1445,0,0,2,0,3,1,4,6,7,0,3,6,1957,3,2,484,5,5,1,0,59,0,0,0,0,1,3,3,0,3,2010,9,5,NA
85,4,82,11105,2,1,4,4,1,1,1,6,3,3,1,7,5,5,1996,1996,2,2,13,14,3,0,4,3,3,3,1,1,3,870,6,0,0,870,2,3,2,5,965,0,0,965,1,0,1,0,2,1,4,4,7,0,3,2,1998,3,2,580,3,5,3,71,0,0,0,0,0,1,1,3,0,7,2010,9,5,NA
60,4,69.3057953144266,9337,2,1,1,4,1,5,1,6,3,3,1,6,7,5,1997,1998,2,2,13,14,3,0,4,5,3,3,4,4,1,353,6,0,525,878,2,1,2,5,892,800,0,1692,0,0,2,1,3,1,4,8,7,1,5,2,1997,2,2,513,5,5,3,0,39,0,0,0,0,1,3,3,0,4,2010,9,5,NA
20,4,38,15240,2,1,1,4,1,3,1,6,3,3,1,3,5,8,1977,2004,2,2,6,6,3,0,3,3,2,3,4,4,3,198,5,688,140,1026,2,1,2,5,1026,0,0,1026,1,0,1,1,3,1,4,5,7,0,3,2,1977,3,1,308,5,5,3,316,85,0,0,0,0,1,3,3,0,6,2010,9,5,NA
20,4,68,7480,2,1,4,4,1,5,1,6,3,3,1,3,5,6,1972,1972,2,2,14,15,3,0,4,5,2,4,4,1,1,480,6,0,396,876,2,5,2,5,876,0,0,876,1,0,1,0,3,1,4,5,7,0,3,6,1977,3,2,484,5,5,3,0,0,0,0,0,0,1,3,3,0,6,2010,9,5,NA
20,4,80,10389,2,1,4,4,1,5,1,6,3,3,1,3,8,5,2003,2003,4,2,6,6,2,320,3,5,3,3,4,4,3,1682,6,0,296,1978,2,1,2,5,1978,0,0,1978,1,0,2,1,3,1,3,8,7,1,3,2,2003,2,3,850,5,5,3,188,25,0,0,0,0,1,3,3,0,5,2010,9,5,NA
60,4,75,9375,2,1,4,4,1,5,1,6,3,3,1,6,7,5,1997,1997,2,2,13,14,3,0,3,5,3,3,4,4,6,0,6,0,1040,1040,2,1,2,5,1044,1054,0,2098,0,0,2,1,4,1,3,9,7,1,5,2,1997,1,2,621,5,5,3,331,38,0,0,0,0,1,3,3,0,4,2010,9,5,NA
120,5,69.3057953144266,4435,2,1,4,4,1,5,1,6,3,3,5,3,6,5,2003,2003,2,2,13,14,2,170,3,5,3,3,4,1,3,672,6,0,176,848,2,1,2,5,848,0,0,848,1,0,1,0,1,1,3,4,7,0,3,2,2003,1,2,420,5,5,3,140,0,0,0,0,0,1,3,3,0,4,2010,9,5,NA
30,4,67,8777,2,1,4,4,1,5,2,8,2,3,1,3,3,6,1945,2007,2,2,13,14,3,0,4,3,2,4,4,4,6,0,6,0,0,0,2,5,1,5,640,0,0,640,0,0,1,0,2,1,4,5,3,0,3,6,1945,3,1,240,5,5,1,0,0,0,0,0,0,1,3,3,0,4,2010,3,5,NA
20,4,68,8842,2,1,4,4,1,1,1,8,3,3,1,3,5,6,1954,1954,2,2,13,14,3,0,4,3,2,2,4,4,6,0,6,0,381,381,2,1,2,5,992,0,0,992,0,0,1,0,3,1,4,6,7,0,3,6,1954,3,1,319,5,5,3,60,0,56,0,0,0,1,3,3,0,1,2010,8,1,NA
20,4,60,10044,2,1,1,3,1,2,1,8,3,3,1,3,5,6,1968,1968,2,2,9,9,3,0,4,5,2,3,4,2,1,1070,6,0,126,1196,2,5,2,5,1196,0,0,1196,1,0,1,0,3,1,4,6,7,0,3,2,1968,2,1,336,5,5,3,257,0,168,0,0,0,1,3,3,0,6,2010,9,5,NA
50,4,89,11792,2,1,4,4,1,5,1,8,3,3,1,1,4,5,1948,1950,2,2,13,14,3,0,4,5,2,4,4,4,6,0,6,0,744,744,2,1,1,2,792,328,0,1120,0,0,1,0,2,1,2,5,7,0,3,6,1956,3,2,480,5,2,2,0,0,0,0,160,0,1,3,3,0,6,2010,9,1,NA
80,4,65,6305,2,1,4,4,1,5,1,8,3,3,1,8,6,6,1975,1975,2,2,10,11,3,0,4,5,2,4,4,1,1,528,6,0,480,1008,2,5,2,5,1096,0,0,1096,1,0,1,0,3,1,4,5,7,1,2,6,1975,3,1,352,5,5,3,0,0,0,0,0,0,1,3,3,0,6,2010,9,5,NA
20,4,64,6410,2,1,4,2,1,5,1,8,3,3,1,3,4,5,1958,1958,4,2,15,16,3,0,4,5,2,4,4,4,6,0,6,0,960,960,2,1,2,5,960,0,0,960,0,0,1,0,3,1,4,5,7,0,3,2,1978.1134057971,3,0,0,5,5,3,0,0,0,0,0,0,1,3,3,0,5,2010,9,5,NA
30,4,67,4853,2,1,4,1,1,5,1,23,1,3,1,3,5,6,1924,1999,2,2,9,14,2,203,4,5,1,4,4,3,5,133,6,0,974,1107,2,2,1,1,1296,0,0,1296,0,0,2,0,2,1,2,5,7,1,3,6,1979,3,1,260,5,5,3,0,0,36,0,0,0,1,3,3,0,5,2010,9,5,NA
30,4,69.3057953144266,7890,2,1,4,4,1,1,1,23,3,3,1,3,6,6,1939,1950,2,2,14,15,3,0,4,5,2,4,4,4,5,238,6,0,618,856,2,5,2,5,856,0,0,856,1,0,1,0,2,1,4,4,7,1,3,6,1939,3,2,399,5,5,3,0,0,0,0,166,0,1,3,3,0,3,2010,9,5,NA
90,3,60,7200,2,2,4,4,1,5,1,23,3,3,3,6,4,6,1967,1967,1,6,10,5,3,0,4,5,4,4,4,4,6,0,6,0,0,0,2,5,2,5,862,1788,0,2650,0,0,3,0,6,2,4,10,4,0,3,2,1978.1134057971,3,0,0,5,5,3,0,0,0,0,0,0,1,3,3,500,2,2010,9,5,NA
50,4,51,9839,2,1,4,4,1,5,1,23,2,3,1,1,5,2,1931,1950,2,2,13,14,3,0,4,5,3,4,1,4,6,0,6,0,894,894,2,1,2,5,894,772,0,1666,1,0,1,0,3,1,4,7,7,1,3,2,1978.1134057971,3,0,0,5,5,1,0,156,0,0,0,0,1,3,3,0,5,2010,9,5,NA
50,4,78,10452,2,1,1,4,1,5,1,7,3,3,1,1,7,6,1941,1985,2,2,14,15,2,371,3,3,1,3,4,4,1,426,2,252,850,1528,2,1,2,5,1225,908,0,2133,1,0,1,1,4,1,4,8,7,2,5,2,1941,3,1,312,5,5,3,0,0,86,0,0,0,1,3,3,0,7,2010,9,5,NA
90,4,78,15600,2,1,4,4,1,5,1,7,3,3,3,6,5,6,1950,1991,2,2,13,14,2,430,4,3,2,4,4,4,1,375,6,0,657,1032,2,1,2,5,1102,1075,0,2177,0,0,2,1,5,2,4,11,7,0,3,6,1950,3,2,484,5,5,3,0,0,0,0,0,0,1,3,3,0,3,2010,9,5,NA
80,4,85,19645,2,1,1,4,1,3,1,7,3,3,1,8,7,6,1994,2007,2,2,13,14,2,44,4,5,3,3,4,4,3,343,6,0,80,423,2,1,2,5,896,756,0,1652,1,0,2,1,3,1,3,6,7,0,3,4,1994,2,2,473,5,5,3,0,0,0,0,0,0,1,3,3,0,6,2010,9,5,NA
120,5,35,3907,2,1,1,2,1,5,2,2,3,3,5,3,8,6,1989,1989,2,2,7,7,3,0,3,5,2,3,4,2,3,747,6,0,235,982,2,3,2,5,1034,0,0,1034,1,0,1,0,1,1,3,4,7,1,5,2,1989,1,2,598,5,5,3,141,36,0,0,0,0,1,3,3,0,4,2010,9,5,NA
120,5,35,3907,2,1,1,2,1,5,2,2,3,3,5,3,8,5,1989,1989,2,2,7,7,3,0,3,5,2,3,4,1,3,76,6,0,1115,1191,2,3,2,5,1191,0,0,1191,0,0,2,0,2,1,3,5,7,1,5,2,1989,3,2,531,5,5,3,112,81,0,0,0,0,1,3,3,0,3,2010,9,5,NA
30,5,58,8154,2,1,4,4,1,5,1,10,3,3,1,3,2,5,1941,1950,2,2,14,15,3,0,4,5,1,4,4,4,2,480,6,0,0,480,2,5,2,5,540,0,0,540,0,0,1,0,1,1,4,4,7,0,3,6,1951,3,1,200,2,2,1,0,0,0,0,0,0,1,3,3,0,4,2010,5,5,NA
50,5,50,9140,2,1,4,2,1,5,1,10,3,3,1,1,6,5,1921,1975,2,2,14,15,3,0,4,5,1,4,4,3,2,308,6,0,321,629,2,2,2,5,727,380,0,1107,0,0,1,0,2,1,4,5,7,0,3,6,1950,3,1,625,5,5,3,0,56,0,0,200,0,1,3,3,0,4,2010,1,5,NA
30,1,66,8712,1,1,4,4,1,1,1,10,3,3,1,3,4,7,1896,1950,4,2,14,15,3,0,2,2,2,4,4,4,6,0,6,0,756,756,2,3,2,5,952,0,0,952,0,0,1,0,3,1,4,5,7,0,3,6,1896,2,1,330,5,5,1,0,0,265,0,0,0,1,3,3,0,6,2010,9,3,NA
120,5,44,3811,2,1,1,2,1,1,2,7,1,3,5,3,8,5,2004,2005,4,2,6,6,4,186,3,5,3,1,4,2,3,1373,6,0,221,1594,2,1,2,5,1646,0,0,1646,1,1,2,0,2,1,3,5,7,1,3,2,2004,1,2,525,5,5,3,128,53,0,0,155,0,1,3,3,0,5,2010,9,5,NA
60,4,85,11050,2,1,4,4,1,5,1,12,3,3,1,6,8,5,1998,1999,2,2,13,14,3,0,3,5,3,3,4,4,3,615,6,0,434,1049,2,1,2,5,1036,880,0,1916,1,0,2,1,3,1,3,8,7,1,5,2,1998,3,3,741,5,5,3,0,70,0,0,0,0,1,3,3,0,5,2010,9,5,NA
80,4,74,9620,2,1,4,4,1,5,1,12,3,3,1,8,6,7,1977,1977,2,2,10,11,3,0,4,5,2,4,4,4,1,679,6,0,564,1243,2,5,2,5,1285,0,0,1285,0,1,2,0,3,1,3,6,7,1,2,2,1977,3,2,473,5,5,3,375,26,0,0,0,0,1,1,3,80,5,2010,9,5,NA
90,4,69.3057953144266,12760,2,1,1,4,1,5,1,12,3,3,3,3,6,5,1976,1976,2,2,10,11,3,0,4,5,2,4,4,4,6,0,6,0,1958,1958,2,5,2,5,2048,0,0,2048,0,0,3,0,5,2,4,9,7,0,3,1,1976,3,2,776,5,5,3,0,0,0,0,0,0,1,3,3,0,3,2010,3,5,NA
20,4,88,11896,2,1,1,4,1,1,1,24,3,3,1,3,7,5,2008,2008,2,2,13,14,4,60,3,5,3,3,4,4,3,78,6,0,1258,1336,2,1,2,5,1346,0,0,1346,1,0,2,0,3,1,3,6,7,1,5,2,2008,1,3,660,5,5,3,100,48,0,0,0,0,1,3,3,0,5,2010,9,5,NA
20,4,73,9803,2,1,4,4,1,5,1,24,3,3,1,3,7,5,2009,2010,2,2,13,14,3,0,3,5,3,3,4,4,6,0,6,0,1214,1214,2,1,2,5,1214,0,0,1214,0,0,2,0,2,1,3,6,7,0,3,2,2010,2,2,520,5,5,3,0,25,0,0,0,0,1,3,3,0,1,2010,7,6,NA
60,4,73,9802,2,1,4,4,1,5,1,24,3,3,1,6,5,5,2006,2007,2,2,13,14,3,0,4,5,3,3,4,4,6,0,6,0,384,384,2,3,2,5,744,700,0,1444,0,0,2,1,3,1,4,7,7,0,3,4,2007,1,2,400,5,5,3,100,0,0,0,0,0,1,3,3,0,4,2010,9,5,NA
20,4,85,15300,2,1,4,1,1,5,1,12,3,3,1,3,5,5,1965,1977,4,2,10,7,3,0,4,5,2,4,4,4,5,42,6,0,1026,1068,2,5,2,5,1264,0,0,1264,1,0,1,0,2,1,4,7,7,1,5,2,1965,3,2,528,5,5,3,0,0,0,0,0,0,1,3,3,0,6,2010,9,5,NA
20,4,93,10114,2,1,4,4,1,5,1,12,3,3,1,3,5,5,2004,2005,2,2,13,14,3,0,4,5,3,1,4,1,6,0,6,0,1430,1430,2,1,2,5,1430,0,0,1430,0,0,2,0,3,1,3,7,7,0,3,2,2004,2,2,624,5,5,3,0,0,0,0,0,0,1,3,3,0,3,2010,9,5,NA
20,4,69.3057953144266,11875,2,1,4,4,1,5,1,12,3,3,1,3,5,5,1999,1999,2,2,13,14,3,0,4,5,3,3,4,4,6,0,6,0,1344,1344,2,1,2,5,1344,0,0,1344,0,0,2,0,3,1,4,7,7,1,3,2,2001,3,2,686,5,5,3,328,0,0,0,0,0,1,3,3,0,6,2010,9,5,NA
120,5,31,2394,2,1,4,3,1,5,2,11,3,3,4,3,5,6,1973,1973,2,2,6,6,3,0,4,5,2,3,4,2,3,915,6,0,30,945,2,1,2,5,945,0,0,945,1,1,1,0,2,1,4,5,7,1,4,2,1973,2,1,253,5,5,3,174,0,56,0,108,0,1,3,3,0,5,2010,9,5,NA
160,5,21,1476,2,1,4,4,1,5,1,11,3,3,4,6,4,7,1970,1970,2,2,6,6,3,0,4,5,2,4,4,4,3,176,6,0,370,546,2,1,2,5,546,546,0,1092,0,0,1,1,3,1,4,5,7,0,3,2,1978.1134057971,3,0,0,5,5,3,200,26,0,0,0,0,1,3,3,0,3,2010,9,5,NA
160,5,21,1900,2,1,4,4,1,5,1,11,3,3,5,6,4,4,1970,1970,2,2,6,6,3,0,4,5,2,4,4,4,6,0,6,0,546,546,2,1,2,5,546,546,0,1092,0,0,1,1,3,1,4,5,7,0,3,2,1978.1134057971,3,0,0,5,5,3,0,0,0,0,0,0,1,3,3,0,6,2010,9,5,NA
160,5,21,1890,2,1,4,4,1,5,1,11,3,3,5,6,4,6,1972,1972,2,2,6,6,3,0,4,5,2,4,4,4,5,294,6,0,252,546,2,5,2,5,546,546,0,1092,0,0,1,1,3,1,4,5,7,0,3,2,1972,3,1,286,5,5,3,0,0,64,0,0,0,1,3,3,0,6,2010,9,5,NA
20,4,50,6953,2,1,4,4,1,5,1,12,3,3,1,3,5,7,1971,2004,2,2,13,14,3,0,4,3,2,4,4,4,1,469,6,0,395,864,2,1,2,5,874,0,0,874,0,0,1,0,3,1,4,5,7,0,3,6,1971,3,1,352,5,5,3,0,0,0,0,0,0,1,3,3,0,6,2010,3,5,NA
20,4,76,12887,2,1,4,4,1,5,1,12,3,3,1,3,5,7,1984,1984,2,2,13,14,3,0,4,5,2,3,4,3,5,207,3,590,36,833,2,5,2,5,833,0,0,833,1,0,1,0,2,1,3,5,7,0,3,2,1984,3,2,495,5,5,3,431,0,0,0,0,0,1,3,3,0,4,2010,9,5,NA
90,4,70,7700,2,1,4,4,1,5,1,12,3,3,3,6,5,2,1985,1986,2,2,7,7,3,0,4,4,3,4,4,4,6,0,6,0,1216,1216,2,3,2,5,1216,1216,0,2432,0,0,4,2,4,2,4,10,7,0,3,2,1985,3,2,616,5,2,3,200,0,0,0,0,0,1,3,3,600,2,2010,9,5,NA
60,4,63,10475,2,1,4,4,1,5,1,12,3,3,1,6,5,5,1991,1991,2,2,7,7,3,0,4,5,3,3,4,4,5,458,6,0,166,624,2,3,2,5,624,650,0,1274,0,0,1,1,3,1,4,6,7,0,3,6,1993,3,2,576,5,5,3,22,0,0,0,0,0,1,2,3,0,3,2010,9,5,NA
50,4,68,10544,2,1,1,4,1,5,2,12,3,3,1,1,5,5,1969,1969,2,2,7,7,3,0,4,5,2,4,4,1,2,476,6,0,388,864,2,5,2,5,864,615,0,1479,0,0,2,0,5,1,4,8,7,0,3,2,1969,1,1,275,5,5,3,287,0,280,0,0,0,1,3,3,0,4,2010,9,5,NA
20,4,76,9892,2,1,4,4,1,5,2,12,3,3,1,3,8,5,1994,1995,4,2,13,14,3,0,3,3,3,3,2,2,3,1341,4,284,54,1679,2,1,2,5,1803,0,0,1803,1,1,2,1,3,1,3,6,7,2,5,2,1994,3,2,482,5,5,3,129,64,222,0,0,0,1,2,3,0,2,2010,9,5,NA
60,4,74,12961,2,1,4,4,1,5,1,12,3,3,1,6,6,5,1993,1994,2,2,13,14,3,0,3,3,3,3,4,3,3,944,6,0,208,1152,2,1,2,5,1152,645,0,1797,1,0,2,1,3,1,3,7,7,1,2,2,1993,1,2,616,5,5,3,162,312,0,0,0,0,1,3,3,0,3,2010,9,5,NA
20,4,74,13008,2,1,1,4,1,5,1,13,3,3,1,3,6,5,1956,1956,2,2,9,9,3,0,4,5,2,2,1,4,5,564,6,0,318,882,2,5,2,5,882,0,0,882,0,0,1,0,2,1,4,5,7,0,3,2,1956,3,1,502,5,5,3,0,0,0,0,0,0,1,3,3,0,10,2009,9,5,NA
20,4,85,10200,2,1,4,4,1,5,1,13,3,3,1,3,6,5,1974,1974,4,2,10,11,2,440,4,5,2,4,4,4,4,844,6,0,590,1434,2,5,2,5,1434,0,0,1434,1,0,2,0,4,1,4,7,7,1,3,2,1974,2,2,528,5,5,3,80,21,0,0,0,0,1,3,3,0,6,2009,9,5,NA
60,4,88,10179,2,1,1,4,1,1,1,9,3,3,1,6,6,5,1997,1997,2,2,13,14,3,0,4,5,3,3,4,4,1,847,6,0,98,945,2,1,2,5,945,663,0,1608,0,0,2,1,3,1,4,7,7,1,5,2,1997,1,2,470,5,5,3,252,30,0,0,0,0,1,3,3,0,7,2009,9,5,NA
60,4,69.3057953144266,11792,2,1,1,4,1,5,1,9,3,3,1,6,8,5,2003,2003,2,2,13,14,2,188,3,5,3,3,4,2,3,850,6,0,158,1008,2,1,2,5,1008,1275,0,2283,0,0,2,1,4,1,3,9,7,1,3,4,2003,1,3,632,5,5,3,120,46,0,0,0,0,1,3,3,0,8,2009,9,5,NA
80,4,60,8400,2,1,4,4,1,5,1,9,3,3,1,8,7,5,1996,1997,2,2,7,7,2,32,4,5,3,3,4,4,3,284,6,0,100,384,2,3,2,5,958,670,0,1628,0,0,2,1,3,1,4,7,7,1,5,4,1996,1,2,390,5,5,3,48,72,0,0,0,0,1,3,3,490,6,2009,9,5,NA
120,4,28,7296,2,1,1,4,1,2,1,22,3,3,5,3,8,5,2004,2005,2,2,6,6,3,0,3,5,3,1,4,1,3,1965,6,0,243,2208,2,1,2,5,2522,0,0,2522,1,0,2,0,1,1,3,8,7,1,3,2,2004,1,2,564,5,5,3,182,57,0,0,0,0,1,3,3,0,11,2009,9,5,NA
120,4,61,7380,2,1,1,4,1,1,1,22,3,3,1,3,8,5,1998,1998,2,2,6,6,3,0,4,5,3,3,4,1,3,341,6,0,1077,1418,2,1,2,5,1478,0,0,1478,1,0,2,0,2,1,4,5,7,0,3,2,1998,1,2,495,5,5,3,168,43,0,0,0,0,1,3,3,0,7,2009,9,5,NA
120,4,57,8013,2,1,1,4,1,1,1,22,3,3,5,3,8,5,1995,1996,2,2,6,6,3,0,3,5,3,3,4,4,3,741,6,0,846,1587,2,1,2,5,1734,0,0,1734,1,0,2,0,2,1,3,6,7,0,3,2,1995,2,2,528,5,5,3,52,50,0,0,0,0,1,3,3,0,9,2009,9,5,NA
80,4,57,8923,2,1,1,4,1,5,1,9,3,3,1,8,7,5,1998,1998,2,2,13,14,3,0,3,5,3,3,4,4,3,189,6,0,195,384,2,3,2,5,751,631,0,1382,0,0,2,1,3,1,4,7,7,1,5,4,1998,1,2,396,5,5,3,256,0,0,0,0,0,1,3,3,0,2,2009,9,5,NA
60,4,60,7500,2,1,4,4,1,5,1,9,3,3,1,6,6,5,1998,1999,2,2,13,14,3,0,3,5,3,3,4,4,3,476,6,0,476,952,2,3,2,5,952,684,0,1636,1,0,2,1,3,1,4,7,7,1,5,2,1998,1,2,440,5,5,3,0,84,0,0,0,0,1,3,3,0,10,2009,9,5,NA
60,4,69.3057953144266,8803,2,1,1,4,1,5,1,9,3,3,1,6,6,5,1994,1995,2,2,7,7,3,0,4,5,3,3,4,4,3,600,6,0,107,707,2,3,2,5,707,809,0,1516,1,0,2,1,3,1,3,7,7,1,5,2,1994,1,2,409,5,5,3,0,46,0,0,0,0,1,3,3,0,7,2009,9,5,NA
20,4,58,7250,2,1,4,4,1,5,1,9,3,3,1,3,6,5,1993,1993,2,2,7,7,2,45,4,5,3,3,4,4,6,0,6,0,1181,1181,2,1,2,5,1190,0,0,1190,0,0,2,0,3,1,3,6,7,1,5,2,1993,3,2,430,5,5,3,0,21,0,0,0,0,1,3,3,0,11,2009,9,5,NA
60,4,85,11900,2,1,4,4,1,5,1,9,3,3,1,6,5,6,1977,1977,2,2,7,15,2,157,4,5,3,3,4,4,1,400,6,0,722,1122,2,1,2,5,946,988,0,1934,1,0,2,1,3,1,4,6,7,1,5,2,1977,3,2,567,5,5,2,0,176,0,0,200,0,1,3,3,0,7,2009,9,5,NA
60,4,69.3057953144266,13250,2,1,1,4,1,5,1,17,9,3,1,6,7,6,1978,1978,2,2,7,7,2,256,4,5,2,3,4,4,6,0,6,0,832,832,2,5,2,5,1154,896,0,2050,0,0,2,1,4,1,3,8,7,1,5,2,1978,2,2,529,5,5,3,192,192,0,0,0,0,1,3,3,0,5,2009,9,1,NA
20,4,80,10928,2,1,4,4,1,5,1,17,3,3,1,3,6,6,1978,1986,2,2,13,14,2,101,4,5,3,4,4,4,4,363,6,0,1064,1427,2,5,2,5,1671,0,0,1671,0,0,2,0,3,1,4,7,7,1,5,2,1978,2,2,484,5,5,3,252,55,0,0,0,0,1,3,3,0,8,2009,9,5,NA
60,4,69.3057953144266,12388,2,1,1,4,1,5,1,17,3,3,1,6,7,7,1980,1991,2,2,10,11,2,229,4,5,2,3,4,4,1,602,6,0,441,1043,2,5,2,5,1539,1134,0,2673,0,0,2,1,4,1,3,9,7,1,5,4,1980,2,2,441,5,5,3,178,84,0,0,0,0,1,3,3,0,8,2009,9,5,NA
20,4,80,11088,2,1,4,4,1,5,1,17,3,3,1,3,6,5,1978,1998,2,2,7,7,2,144,4,5,3,4,4,4,1,832,6,0,308,1140,2,3,2,5,1707,0,0,1707,0,0,2,0,3,1,4,7,7,1,5,2,1978,1,2,479,5,5,3,0,0,0,0,0,0,1,3,3,0,5,2009,9,5,NA
60,2,70,7000,2,1,4,4,1,5,1,21,3,3,1,6,7,5,2003,2003,2,2,6,6,3,0,3,5,3,3,4,3,3,622,6,0,304,926,2,1,2,5,1016,868,0,1884,1,0,2,1,3,1,1,7,7,1,1,2,2003,2,2,581,5,5,3,0,35,0,0,0,0,1,3,3,0,6,2009,9,5,NA
60,2,69.3057953144266,7500,2,1,4,4,1,5,1,21,9,3,1,6,8,5,2000,2001,2,2,13,14,3,0,3,5,3,3,4,4,6,0,6,0,1058,1058,2,1,2,5,1058,816,0,1874,0,0,2,1,3,1,3,7,7,1,5,2,2000,1,2,588,5,5,3,0,134,0,0,0,0,1,3,3,0,3,2009,9,5,NA
60,2,69.3057953144266,8470,2,1,4,4,1,1,1,21,3,3,1,6,8,5,2002,2002,2,2,13,14,3,0,3,5,3,3,4,4,3,225,1,276,471,972,2,1,2,5,972,839,0,1811,0,0,2,1,3,1,3,7,7,1,3,2,2002,2,2,565,5,5,3,225,48,0,0,0,0,1,3,3,0,10,2009,9,5,NA
20,4,69.3057953144266,9373,2,1,1,4,1,2,1,17,5,3,1,3,5,7,1975,1975,2,2,7,7,2,161,4,5,2,3,4,1,1,1333,4,168,120,1621,2,5,2,5,1621,0,0,1621,1,0,2,0,3,1,4,7,7,2,2,2,1975,2,2,478,5,5,3,0,0,0,0,490,0,1,3,3,0,6,2009,9,5,NA
20,4,78,10140,2,1,4,4,1,5,1,17,3,3,1,3,6,6,1974,1974,4,2,10,11,2,196,4,5,2,4,4,4,1,888,6,0,228,1116,2,1,2,5,1116,0,0,1116,1,0,2,0,3,1,4,6,7,1,5,2,1974,2,2,528,5,5,3,0,0,0,0,0,0,1,2,3,0,4,2009,9,5,NA
20,4,85,11050,2,1,1,4,1,1,1,17,3,3,1,3,7,5,1975,1975,2,2,10,11,3,0,4,5,2,4,4,4,1,636,6,0,540,1176,2,2,2,5,1193,0,0,1193,0,0,2,0,3,1,4,5,7,1,5,2,1975,3,2,506,5,5,3,40,0,0,0,0,0,1,3,3,0,8,2009,9,5,NA
20,4,69.3057953144266,7830,2,1,1,4,1,5,1,13,3,3,1,3,5,5,1970,1970,2,2,7,7,3,0,4,5,2,4,4,4,6,0,6,0,1180,1180,2,5,2,5,1180,0,0,1180,0,0,1,1,2,1,4,6,7,0,3,2,1970,2,2,477,5,5,3,0,45,0,0,0,0,1,3,3,0,3,2009,1,5,NA
